start,end,VAR00003,location,gender,age,education,statusOfAsylum,illiteracyReason,socialStatus,address,doYouLiveWith,orphan,incomeProvider,HowDoyouSpendFreeTime,typeOfWork,reasonOfWork,numberOfFamilyMembers,workingHoursPerWeek,formOfWork,dailyIncome,howMuchDoYouGiveFamily,version,id,uuid,submissionDate,index,gazaOrWestBank,type
2017-12-12T12:24:45.283+02,2017-12-12T12:30:39.622+02,null,Jenin City,Male,17-18,Basic education,Refugee,Lack of desire for education,Single,City,With the family,null,Father,Coffee shops,null,Lack of need for education,6 - 8,null,Paid per piece,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7301183,680b1d43-ad32-49f0-a397-37099b02b416,2017-12-12T12:29:19,139,West Bank,childrenLabor
2017-12-12T13:09:12.106+02,2017-12-12T13:11:17.908+02,null,Jenin City,Male,15-16,Basic education,Refugee,Failure in education,Single,City,With the family,null,Father,With peers in the neighborhood,null,Practicing in a craft,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7301185,6be446f2-0ceb-43cb-b797-f29d177a837d,2017-12-12T12:29:20,140,West Bank,childrenLabor
2017-12-12T15:05:25.678+02,2017-12-12T15:07:06.885+02,null,Al Fawwar Refugee Camp,Male,15-16,Illiterate,Refugee,Failure in education,Single,Refugee camp,With the family,null,Father,Wandering in the streets,null,Other,9 or more,null,Paid per piece,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7303183,395607b5-615a-4b74-b3b3-391ebeab7446,2017-12-12T13:07:08,141,West Bank,childrenLabor
2017-12-12T16:45:30.490+02,2017-12-12T16:47:20.740+02,null,Al Kafreat Villages,Male,15-16,Basic education,Not a refugee,Family economic condition,Single,Village,With the family,null,Other,Coffee shops,null,Lack of need for education,3 - 5,null,Paid per piece,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7306618,842e4143-6df9-4704-9b22-0f100c475410,2017-12-12T14:59:26,142,West Bank,childrenLabor
2017-12-12T16:47:36.019+02,2017-12-12T16:49:27.455+02,null,Al Kafreat Villages,Male,10-14,Illiterate,Refugee,Family economic condition,Single,Village,With the family,null,Father,With peers in the neighborhood,null,Other,3 - 5,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7306622,be0a3277-8f12-42a9-adef-f47142d9f7a9,2017-12-12T14:59:28,143,West Bank,childrenLabor
2017-12-12T16:49:40.152+02,2017-12-12T16:51:08.508+02,null,Al Kafreat Villages,Male,10-14,Illiterate,Refugee,Family economic condition,Single,Village,With the family,null,Other,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7306623,5653c4c9-6c32-4a41-b3f3-222093662e7c,2017-12-12T14:59:29,144,West Bank,childrenLabor
2017-12-12T16:56:03.782+02,2017-12-12T16:57:32.462+02,null,Tulkrum City,Female,15-16,Basic education,Refugee,Family economic condition,Single,City,With the family,null,Father,Other,null,Other,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7306630,7a81e198-ecb1-4765-a751-8a7008f41684,2017-12-12T14:59:37,145,West Bank,childrenLabor
2017-12-11T10:57:33.515+02,2017-12-11T11:01:52.946+02,null,Qalqeleh City,Male,15-16,Basic education,Refugee,Lack of desire for education,Single,City,With the family,null,Father,With peers in the neighborhood,null,Other,3 - 5,null,Paid per piece,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7310937,817009c1-97c4-4785-a3d7-fe04ee9900b7,2017-12-12T17:19:58,146,West Bank,childrenLabor
2017-12-11T11:04:55.855+02,2017-12-11T11:11:29.307+02,null,Qalqeleh City,Male,15-16,Basic education,Not a refugee,Failure in education,Single,City,With the family,null,Father,With peers in the neighborhood,null,Other,9 or more,null,Paid per piece,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7310938,49bbb5fe-ef21-41fc-a409-b05f69f20746,2017-12-12T17:19:58,147,West Bank,childrenLabor
2017-12-11T11:59:46.624+02,2017-12-11T12:02:22.086+02,null,Qalqeleh City,Male,17-18,Basic education,Refugee,Expulsion from school due to riots,Single,City,With the family,null,Father,Coffee shops,null,Lack of need for education,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7310945,ec231236-ec76-4e00-ae63-545a469a6b81,2017-12-12T17:20:01,148,West Bank,childrenLabor
2017-12-11T12:24:23.495+02,2017-12-11T12:27:13.837+02,null,Qalqeleh City,Male,17-18,Basic education,Refugee,Family economic condition,Single,City,With the family,null,Mother,Other,null,Other,6 - 8,null,Monthly paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7310951,957a5457-4475-4791-9e1f-c19ef8fd0429,2017-12-12T17:20:04,149,West Bank,childrenLabor
2017-12-11T14:37:13.897+02,2017-12-11T14:39:56.653+02,null,Azzon,Male,15-16,Basic education,Not a refugee,Lack of desire for education,Single,Village,With the family,null,Mother,With peers in the neighborhood,null,Lack of need for education,3 - 5,null,Paid per piece,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7310971,fc341ee2-670a-4b29-a8be-6bbe18107178,2017-12-12T17:20:10,150,West Bank,childrenLabor
2017-12-12T16:57:33.783+02,2017-12-12T17:00:00.283+02,null,Haja Village,Male,15-16,Basic education,Not a refugee,Failure in education,Single,Village,With the family,null,Father,With peers in the neighborhood,null,Lack of need for education,3 - 5,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7310990,fdda2312-0bec-4097-8b87-953778f849f9,2017-12-12T17:20:18,151,West Bank,childrenLabor
2017-12-12T18:46:29.236+02,2017-12-12T19:28:21.622+02,null,Jenin Refugees Camp,Male,17-18,Basic education,Refugee,Lack of desire for education,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7311553,a8a6fb2d-53a9-4504-9d10-b9c4e268fda4,2017-12-12T17:51:20,152,West Bank,childrenLabor
2017-12-12T11:15:34.742+02,2017-12-12T11:18:47.978+02,null,Deir Al Balah,Male,10-14,Basic education,Not a refugee,Failure in education,Single,City,With the family,null,Other,Other,null,Lack of need for education,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7312715,03a32b2c-f792-4a69-a315-1c47c3b0d1b0,2017-12-12T19:22:10,153,Gaza,childrenLabor
2017-12-12T12:02:53.720+02,2017-12-12T12:09:21.241+02,null,Gaza Middle,Male,15-16,Basic education,Refugee,Failure in education,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Other,9 or more,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7312724,c57f6c94-b56b-46ed-b19e-202a1719a204,2017-12-12T19:22:13,154,Gaza,childrenLabor
2017-12-12T12:12:03.599+02,2017-12-12T12:13:52.387+02,null,Gaza Middle,Male,15-16,Secondary education,Refugee,null,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Lack of need for education,6 - 8,null,Daily paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7312725,6fc7de68-1d8e-470b-a345-1752f9e08f96,2017-12-12T19:22:14,155,Gaza,childrenLabor
2017-12-12T12:30:35.033+02,2017-12-12T12:32:40.138+02,null,Gaza Middle,Male,15-16,Illiterate,Refugee,Failure in education,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Other,9 or more,null,Daily paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7312734,70189612-eda9-4c08-b114-74fb6d372a4f,2017-12-12T19:22:18,156,Gaza,childrenLabor
2017-12-12T12:47:58.043+02,2017-12-12T12:49:43.832+02,null,Deir Al Balah,Male,17-18,Illiterate,Refugee,Failure in education,Single,City,With the family,null,Father,With peers in the neighborhood,null,Lack of need for education,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7312736,820a9072-70bd-4e83-9746-adc629af70a9,2017-12-12T19:22:19,157,Gaza,childrenLabor
2017-12-12T13:14:16.684+02,2017-12-12T13:16:42.093+02,null,Gaza Middle,Male,15-16,Basic education,Not a refugee,Lack of desire for education,Single,Village,With the family,null,Father,With peers in the neighborhood,null,Lack of need for education,9 or more,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7312737,26e9849b-7670-4bfe-9cb7-91a15a521c15,2017-12-12T19:22:19,158,Gaza,childrenLabor
2017-12-12T13:55:18.726+02,2017-12-12T14:00:25.549+02,null,Gaza Middle,Male,15-16,Secondary education,Refugee,null,Single,Refugee camp,With the family,null,Father,Other,null,Other,6 - 8,null,Daily paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7312742,d9dd10ec-c5d9-4f92-a1a0-e2a6b3ee3018,2017-12-12T19:22:22,159,Gaza,childrenLabor
2017-12-12T14:02:03.933+02,2017-12-12T14:04:09.320+02,null,Gaza Middle,Male,15-16,Basic education,Refugee,Failure in education,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Lack of need for education,6 - 8,null,Daily paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7312743,fdc2b166-9188-422f-b807-c2f28d75ebf3,2017-12-12T19:22:22,160,Gaza,childrenLabor
2017-12-13T08:30:44.307+02,2017-12-13T08:32:19.723+02,null,Tulkrum City,Male,15-16,Secondary education,Refugee,null,Single,City,null,null,Other,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7318834,4c902497-b25b-4870-a858-283de82e9bf8,2017-12-13T06:46:06,161,West Bank,childrenLabor
2017-12-13T08:34:40.343+02,2017-12-13T08:35:52.531+02,null,Tulkrum City,Male,15-16,Basic education,Not a refugee,Failure in education,Single,City,With the family,null,Other,Coffee shops,null,Other,3 - 5,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7318835,dcdae722-94f3-4bf5-90ef-e04a7c2342af,2017-12-13T06:46:06,162,West Bank,childrenLabor
2017-12-13T08:35:57.485+02,2017-12-13T08:40:16.327+02,null,Tulkrum City,Male,10-14,Illiterate,Not a refugee,Family economic condition,Single,City,Outside the family,null,Other,Wandering in the streets,null,Other,3 - 5,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7318836,b011d96e-06ec-4a21-a99a-0b7bdc0cfdb2,2017-12-13T06:46:08,163,West Bank,childrenLabor
2017-12-06T18:19:44.470+08,2017-12-06T18:21:42.283+08,null,null,null,15-16,Basic education,Refugee,Family economic condition,null,Village,null,null,Father,With peers in the neighborhood,null,null,6 - 8,7_9,null,null,More than 50 %,vSeW3muQxGU6kNccwDTJz6,7319678,90efe768-91d2-4c13-9a90-6fe404f3fd03,2017-12-13T07:35:45,164,null,childrenLabor
2017-12-13T09:39:57.180+02,2017-12-13T09:41:10.387+02,null,null,null,10-14,Secondary education,Refugee,null,null,Village,null,null,Father,With peers in the neighborhood,null,null,6 - 8,7_9,null,null,0 – 10%,vtZeBwBKkszKRou8bXkRgG,7319802,9a454c60-f911-4bf1-b332-d8a4feb77bff,2017-12-13T07:43:40,165,null,childrenLabor
2017-12-13T09:41:14.215+02,2017-12-13T09:43:22.237+02,null,null,null,10-14,Secondary education,Refugee,null,null,Village,null,null,Father,Other,null,null,6 - 8,7_9,null,null,0 – 10%,vtZeBwBKkszKRou8bXkRgG,7319803,146b5ba0-9980-423c-a2cf-a41c8a6e1bad,2017-12-13T07:43:41,166,null,childrenLabor
2017-12-13T10:26:06.239+02,2017-12-13T10:29:25.005+02,null,Salfeet City,Male,17-18,Basic education,Not a refugee,Lack of desire for education,Single,City,With the family,null,Father,Other,null,Lack of need for education,6 - 8,null,Monthly paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7320874,84aa407e-55ae-4157-a538-18979e01daf1,2017-12-13T08:28:00,167,West Bank,childrenLabor
2017-12-13T10:29:54.730+02,2017-12-13T10:32:33.170+02,null,Salfeet City,Male,17-18,Basic education,Not a refugee,Lack of desire for education,Single,City,With the family,null,Father,Coffee shops,null,Practicing in a craft,6 - 8,null,Daily paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7320929,a8d36c0c-ab86-42f7-a083-2f7ecc46478f,2017-12-13T08:31:09,168,West Bank,childrenLabor
2017-12-13T11:19:13.703+02,2017-12-13T11:21:12.240+02,null,Bedia,Male,17-18,Basic education,Not a refugee,Lack of desire for education,Single,City,With the family,null,Father,Coffee shops,null,Lack of need for education,9 or more,null,Monthly paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7321907,20b31d68-b102-490d-ac79-dfacfbccc28b,2017-12-13T09:19:46,169,West Bank,childrenLabor
2017-12-12T09:40:10.993+02,2017-12-12T09:42:21.793+02,null,Beir Nabala,Male,15-16,Basic education,Refugee,Family economic condition,Single,Village,With the family,null,Father,Wandering in the streets,null,Other,6 - 8,null,Paid per piece,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7333568,6d880c28-0c48-4e17-aa33-b25277565f32,2017-12-13T16:24:39,170,West Bank,childrenLabor
2017-12-13T09:37:38.467+02,2017-12-13T09:38:50.816+02,null,Khan Younis Refugee Camp,Male,15-16,Illiterate,Refugee,Failure in education,Single,Village,With the family,null,Father,Wandering in the streets,null,Other,3 - 5,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7336638,76bbcbfc-4cc9-49b8-b0a2-495182a32c83,2017-12-13T19:59:00,171,Gaza,childrenLabor
2017-12-13T09:38:54.411+02,2017-12-13T09:41:49.364+02,null,Khan Younis Refugee Camp,Male,17-18,Illiterate,Refugee,Lack of desire for education,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Lack of need for education,6 - 8,null,Daily paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7336639,80dfb2c4-c2f5-4d26-87a5-b31a198e1523,2017-12-13T19:59:01,172,Gaza,childrenLabor
2017-12-13T09:54:14.543+02,2017-12-13T09:56:18.678+02,null,Khan Younis Refugee Camp,Male,15-16,Illiterate,Refugee,Failure in education,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Other,9 or more,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7336644,48df57fa-0b92-4f5d-8af0-b4b68ebea46b,2017-12-13T19:59:10,173,Gaza,childrenLabor
2017-12-13T09:56:51.125+02,2017-12-13T09:59:01.123+02,null,Khan Younis Refugee Camp,Male,15-16,Basic education,Refugee,Lack of desire for education,Single,Refugee camp,With the family,null,Father,Wandering in the streets,null,Lack of need for education,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7336645,60009c52-2292-4ba3-988a-56b657be26a7,2017-12-13T19:59:11,174,Gaza,childrenLabor
2017-12-13T11:22:25.599+02,2017-12-13T11:24:15.010+02,null,Khan Younis Refugee Camp,Male,17-18,Secondary education,Refugee,null,Single,Refugee camp,With the family,null,Other,Other,null,Other,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7336650,bac75e1f-d6da-48ee-bce4-6540e24ab4eb,2017-12-13T19:59:14,175,Gaza,childrenLabor
2017-12-13T16:08:29.229+02,2017-12-13T16:10:03.161+02,null,Khan Younis Refugee Camp,Male,15-16,Illiterate,Refugee,Failure in education,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7336652,66aa8e34-bf2e-4f91-bbb2-70999a87a378,2017-12-13T19:59:15,176,Gaza,childrenLabor
2017-12-13T16:15:22.215+02,2017-12-13T16:16:17.682+02,null,Khan Younis Refugee Camp,Male,15-16,Illiterate,Refugee,Failure in education,Single,Village,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7336656,934adcbb-9e1c-4ec2-93e3-f146298eca4a,2017-12-13T19:59:17,177,Gaza,childrenLabor
2017-12-13T16:16:38.513+02,2017-12-13T16:18:10.994+02,null,Khan Younis Refugee Camp,Male,17-18,Illiterate,Refugee,Failure in education,Single,Village,With the family,null,Mother,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7336657,437c7ef6-61f0-44cc-941d-2d6a2fa96049,2017-12-13T19:59:17,178,Gaza,childrenLabor
2017-12-13T16:19:16.122+02,2017-12-13T16:20:05.931+02,null,Khan Younis Refugee Camp,Male,15-16,Illiterate,Refugee,Failure in education,Single,Refugee camp,With the family,null,Father,Wandering in the streets,null,Other,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7336658,dad151a6-3cd6-4016-bc73-a7b4abdd2099,2017-12-13T19:59:18,179,Gaza,childrenLabor
2017-12-13T16:27:52.920+02,2017-12-13T16:28:48.996+02,null,Khan Younis Refugee Camp,Male,17-18,Illiterate,Refugee,Failure in education,Single,Village,With the family,null,Father,Wandering in the streets,null,Other,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7336665,cae5813c-588b-46c3-9c77-f67414b25ca9,2017-12-13T19:59:22,180,Gaza,childrenLabor
2017-12-13T16:29:03.928+02,2017-12-13T16:30:39.585+02,null,Khan Younis Refugee Camp,Male,17-18,Illiterate,Not a refugee,Failure in education,Single,Village,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7336666,b9cb5236-45ce-4f5c-aa6b-894aeb8a7a84,2017-12-13T19:59:22,181,Gaza,childrenLabor
2017-12-13T16:36:50.083+02,2017-12-13T16:37:46.352+02,null,Khan Younis Refugee Camp,Male,15-16,Illiterate,Refugee,Family economic condition,Single,Village,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7336671,6d09eac0-f32e-4cb1-976b-63ed7978ba91,2017-12-13T19:59:25,182,Gaza,childrenLabor
2017-12-13T16:42:06.425+02,2017-12-13T16:43:35.326+02,null,Rafah City,Male,15-16,Illiterate,Refugee,Family economic condition,Single,City,With the family,null,Father,With peers in the neighborhood,null,Other,9 or more,null,Monthly paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7336675,6a0c6ee5-bc78-433d-a797-917467238440,2017-12-13T19:59:28,183,Gaza,childrenLabor
2017-12-13T16:43:38.357+02,2017-12-13T16:45:37.082+02,null,Rafah City,Male,17-18,Illiterate,Refugee,Failure in education,Single,City,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7336676,0a89109a-d239-47cf-a9e5-a05883342e48,2017-12-13T19:59:28,184,Gaza,childrenLabor
2017-12-13T16:45:42.459+02,2017-12-13T16:47:50.229+02,null,Rafah City,Male,17-18,Illiterate,Refugee,Failure in education,Single,City,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7336678,31b58b16-9a92-4b9c-94a3-693354543118,2017-12-13T19:59:29,185,Gaza,childrenLabor
2017-12-13T16:55:55.864+02,2017-12-13T16:56:41.142+02,null,Rafah City,Male,17-18,Illiterate,Refugee,Family economic condition,Single,Village,With the family,null,Father,Wandering in the streets,null,Other,3 - 5,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7336681,12ffc2b1-d6d8-4c8d-a5ba-a40cc908b180,2017-12-13T19:59:31,186,Gaza,childrenLabor
2017-12-13T21:17:38.122+02,2017-12-13T21:21:47.016+02,null,Khan Younis city,Male,15-16,Illiterate,Refugee,Failure in education,Single,City,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7336704,9a288fed-bf0f-45e5-919d-2eb40342f22a,2017-12-13T19:59:42,187,Gaza,childrenLabor
2017-12-13T21:22:22.859+02,2017-12-13T21:23:44.163+02,null,Khan Younis city,Male,15-16,Illiterate,Not a refugee,Family economic condition,Single,City,With the family,null,Mother,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7336705,9c51c652-50f6-4f43-8e89-06da325c0c59,2017-12-13T19:59:43,188,Gaza,childrenLabor
2017-12-13T21:25:15.193+02,2017-12-13T21:31:56.278+02,null,Khan Younis city,Male,15-16,Illiterate,Refugee,Failure in education,Single,City,With the family,null,Mother,Wandering in the streets,null,Other,9 or more,null,Paid per piece,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7336706,614bfd50-8e3f-47cc-a06b-f0d9190dd072,2017-12-13T19:59:43,189,Gaza,childrenLabor
2017-12-13T21:57:54.869+02,2017-12-13T21:58:37.674+02,null,Khan Younis city,Male,15-16,Illiterate,Refugee,Failure in education,Single,City,With the family,null,Father,Wandering in the streets,null,Other,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7336708,fbb2d7e9-b4ef-4ef6-9b83-ffd1cd2700de,2017-12-13T19:59:44,190,Gaza,childrenLabor
2017-12-13T19:30:36.932+02,2017-12-13T19:34:45.230+02,null,Araba Village,null,null,Secondary education,Refugee,null,null,Village,null,null,Father,Other,null,null,3 - 5,7_9,null,null,0 – 10%,vtZeBwBKkszKRou8bXkRgG,7337552,a8bf872f-1098-4712-a876-0eea9e13fb09,2017-12-13T21:48:13,191,West Bank,childrenLabor
2017-12-13T19:34:48.911+02,2017-12-13T19:37:58.351+02,null,null,null,15-16,Secondary education,Refugee,null,null,Village,null,null,Father,With peers in the neighborhood,null,null,3 - 5,31 or more,null,null,31 – 50%,vtZeBwBKkszKRou8bXkRgG,7337553,df59975d-3faa-4bfa-bfcd-ff754ce2ee4a,2017-12-13T21:48:14,192,null,childrenLabor
2017-12-13T19:38:04.984+02,2017-12-13T19:42:35.306+02,null,null,null,15-16,Secondary education,Refugee,null,null,Village,null,null,Father,Other,null,null,6 - 8,31 or more,null,null,0 – 10%,vtZeBwBKkszKRou8bXkRgG,7337554,8c260390-09c9-4cab-984c-4030d9730e10,2017-12-13T21:48:14,193,null,childrenLabor
2017-12-14T10:39:43.227+02,2017-12-14T10:40:39.821+02,null,Khan Younis city,Male,17-18,Illiterate,Refugee,Family economic condition,Single,City,With the family,null,Mother,With peers in the neighborhood,Assistant to a craftsman,Other,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7348928,01bf888b-6db2-4f1f-9bbf-e84791c1a92a,2017-12-14T10:45:10,194,Gaza,childrenLabor
2017-12-14T16:56:11.437+02,2017-12-14T16:57:16.944+02,null,Khan Younis city,Male,15-16,Illiterate,Refugee,Failure in education,Single,City,With the family,null,Father,With peers in the neighborhood,A moving salesman for your own account,Other,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7355707,c7a344c2-4429-440a-a5a3-a70f01e7188d,2017-12-14T15:00:38,195,Gaza,childrenLabor
2017-12-14T14:36:58.623+02,2017-12-14T14:40:56.270+02,null,Beir Nabala,Male,15-16,Basic education,Not a refugee,Lack of desire for education,Single,Village,With the family,null,Father,Wandering in the streets,Assistant to a craftsman,Lack of need for education,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7356243,d9468812-b764-4ee5-b9f0-1e2809217adf,2017-12-14T15:15:33,196,West Bank,childrenLabor
2017-12-14T14:44:10.882+02,2017-12-14T14:49:17.398+02,null,Beir Nabala,Male,17-18,Other,Refugee,null,Single,Village,With the family,null,Father,Other,Assistant to a craftsman,Other,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7356246,ca4e39b1-e456-4924-817c-26eaebe22bf5,2017-12-14T15:15:33,197,West Bank,childrenLabor
2017-12-14T15:26:14.143+02,2017-12-14T15:28:49.919+02,null,Beir Nabala,Male,10-14,Basic education,Not a refugee,Lack of desire for education,Single,Village,With the family,null,Father,Wandering in the streets,owner of a transport cart,Other,6 - 8,null,Daily paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7356252,9ea9f541-4f47-426c-800f-61a71c81d298,2017-12-14T15:15:36,198,West Bank,childrenLabor
2017-12-14T15:29:57.468+02,2017-12-14T15:31:31.585+02,null,Beir Nabala,Male,15-16,Basic education,Not a refugee,null,Single,Village,With the family,null,Father,Wandering in the streets,Assistant to a craftsman,Practicing in a craft,6 - 8,null,Monthly paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7356253,61ee9ddc-44d2-4912-9385-9691c7aea2f0,2017-12-14T15:15:37,199,West Bank,childrenLabor
2017-12-13T21:01:55.682+08,2017-12-13T21:04:52.937+08,null,null,null,10-14,Basic education,Refugee,null,null,Village,null,null,Father,Wandering in the streets,null,null,6 - 8,7_9,null,null,31 – 50%,vSeW3muQxGU6kNccwDTJz6,7360529,b555a489-2c49-42b1-9b6f-54b31dc71b43,2017-12-14T19:17:07,200,null,childrenLabor
2017-12-13T21:11:46.315+08,2017-12-13T21:12:51.854+08,null,null,null,10-14,Basic education,Refugee,Family economic condition,null,Village,null,null,Father,Wandering in the streets,null,null,6 - 8,7_9,null,71 - 90 NIS,31 – 50%,vSeW3muQxGU6kNccwDTJz6,7360531,6358eda7-14f9-48d7-8565-3855cd65e7e9,2017-12-14T19:17:08,201,null,childrenLabor
2017-12-13T21:34:49.558+08,2017-12-13T21:35:52.703+08,null,null,null,15-16,Basic education,Refugee,Family economic condition,null,Village,null,null,Father,Coffee shops,null,null,6 - 8,10_20,null,null,11 – 30%,vSeW3muQxGU6kNccwDTJz6,7360542,f8d88dd3-b374-4e22-b9ce-4c0cae3d2abe,2017-12-14T19:17:12,202,null,childrenLabor
2017-12-13T21:36:11.512+08,2017-12-13T21:54:51.356+08,null,null,null,10-14,Illiterate,Refugee,null,null,Village,null,null,Father,Wandering in the streets,null,null,6 - 8,21_30,null,71 - 90 NIS,11 – 30%,vSeW3muQxGU6kNccwDTJz6,7360544,a9bd4d6f-445b-4326-bcc7-5b623f9d76ee,2017-12-14T19:17:13,203,null,childrenLabor
2017-12-13T22:01:37.989+08,2017-12-13T22:03:19.140+08,null,Araba Village,Male,null,Basic education,Refugee,Failure in education,null,City,null,null,Mother,Other,null,null,6 - 8,31 or more,null,71 - 90 NIS,More than 50 %,vSeW3muQxGU6kNccwDTJz6,7360545,80e46c9b-4311-4660-bedb-701a109813f8,2017-12-14T19:17:14,204,West Bank,childrenLabor
2017-12-13T22:06:52.880+08,2017-12-13T22:07:59.761+08,null,null,Male,10-14,Illiterate,Refugee,Failure in education,null,City,null,null,Father,Wandering in the streets,null,null,9 or more,31 or more,null,Less than 30 NIS,More than 50 %,vSeW3muQxGU6kNccwDTJz6,7360547,c04ff00c-aca1-4b06-9dc8-768bcbd7e6b8,2017-12-14T19:17:14,205,null,childrenLabor
2017-12-13T22:15:10.921+08,2017-12-13T22:16:04.923+08,null,Araba Village,null,null,Secondary education,Refugee,Family economic condition,null,Village,null,null,Father,Coffee shops,null,null,6 - 8,31 or more,null,More than 90 NIS,31 – 50%,vSeW3muQxGU6kNccwDTJz6,7360549,e33533bb-7318-49a1-87e1-9a2966ae7b5a,2017-12-14T19:17:14,206,West Bank,childrenLabor
2017-12-13T22:16:17.034+08,2017-12-13T22:18:24.729+08,null,null,Male,10-14,Illiterate,Refugee,Failure in education,null,Village,null,null,Father,Wandering in the streets,null,null,6 - 8,31 or more,null,Less than 30 NIS,11 – 30%,vSeW3muQxGU6kNccwDTJz6,7360551,7868a14b-6fdc-4085-9350-1f2b2944f485,2017-12-14T19:17:15,207,null,childrenLabor
