start,end,VAR00003,location,age,education,illiterateReason,address,schoolLeakage,workingStatus,socialStatus,ageOfMarriage,reasonOfMarriage,pregnant,disability,typeOfDisability,livingWithFamily,whereDoYouLive,whyLivingOutsideFamily,Version,ID,UUID,SubmissionTime,Index,gazaOrWestBank,type
2017-12-12T08:23:27.447+04,2017-12-12T08:24:05.625+04,null,North of Gaza,17 - 18,Secondary education,null,Refugee camp,No,Student,Married,16 - 18,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300863,19ca6420-ceeb-4b5f-a9d6-cce3fbcd7408,2017-12-12T12:18:01,729,Gaza,adolescentGirls
2017-12-12T08:24:08.980+04,2017-12-12T08:24:49.382+04,null,North of Gaza,17 - 18,Secondary education,null,Refugee camp,No,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300864,4c727cb8-8e11-4d29-b0e1-8d9be1ce7250,2017-12-12T12:18:02,730,Gaza,adolescentGirls
2017-12-12T08:24:54.203+04,2017-12-12T08:25:24.110+04,null,North of Gaza,13 - 14,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300865,589e45e5-8e38-41c0-8577-303b7f4e1bfc,2017-12-12T12:18:02,731,Gaza,adolescentGirls
2017-12-12T08:25:28.297+04,2017-12-12T08:25:58.221+04,null,North of Gaza,13 - 14,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300868,49419e77-f808-4da0-9d2c-b91bda5d69fd,2017-12-12T12:18:03,732,Gaza,adolescentGirls
2017-12-12T08:26:44.444+04,2017-12-12T08:27:16.007+04,null,North of Gaza,13 - 14,Basic education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300869,e9176a8c-6853-4f40-af9d-a49335eb8fc7,2017-12-12T12:18:03,733,Gaza,adolescentGirls
2017-12-12T08:27:18.713+04,2017-12-12T08:27:51.417+04,null,North of Gaza,15 - 16,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300870,e6ccca41-c272-418e-83b2-8e99916470aa,2017-12-12T12:18:04,734,Gaza,adolescentGirls
2017-12-12T08:28:03.709+04,2017-12-12T08:28:37.764+04,null,North of Gaza,13 - 14,Basic education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300871,59c384ef-a011-4417-af40-627cc39647de,2017-12-12T12:18:05,735,Gaza,adolescentGirls
2017-12-12T08:28:41.373+04,2017-12-12T08:29:11.532+04,null,North of Gaza,13 - 14,Basic education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300872,e56a14f3-3e8b-4fa0-b767-45998084854b,2017-12-12T12:18:05,736,Gaza,adolescentGirls
2017-12-12T08:29:14.642+04,2017-12-12T08:29:46.088+04,null,North of Gaza,13 - 14,Basic education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300873,ceec7553-4705-472b-8803-393a3168c1f2,2017-12-12T12:18:06,737,Gaza,adolescentGirls
2017-12-12T08:29:57.650+04,2017-12-12T08:30:27.490+04,null,North of Gaza,13 - 14,Basic education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300874,90e9ecbc-9930-43fa-96b6-ad6cfe6f3055,2017-12-12T12:18:06,738,Gaza,adolescentGirls
2017-12-12T08:30:31.313+04,2017-12-12T08:31:05.248+04,null,North of Gaza,17 - 18,Secondary education,null,Refugee camp,No,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300877,ac494eaa-553e-4b93-8ec4-62bca61895fb,2017-12-12T12:18:07,739,Gaza,adolescentGirls
2017-12-12T08:31:08.640+04,2017-12-12T08:31:52.066+04,null,North of Gaza,13 - 14,Basic education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300878,eb90469e-c18f-475a-b1fd-f59188d9bc38,2017-12-12T12:18:07,740,Gaza,adolescentGirls
2017-12-12T08:32:11.084+04,2017-12-12T08:32:43.792+04,null,North of Gaza,15 - 16,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300880,33fba9da-3786-4d59-acfc-00c2ac74d67a,2017-12-12T12:18:07,741,Gaza,adolescentGirls
2017-12-12T08:32:50.879+04,2017-12-12T08:33:19.376+04,null,North of Gaza,15 - 16,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300881,3162cf65-60ec-4c8f-a020-26ec871920f1,2017-12-12T12:18:08,742,Gaza,adolescentGirls
2017-12-12T08:33:23.617+04,2017-12-12T08:33:54.377+04,null,North of Gaza,13 - 14,Basic education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300882,b38d300a-fc51-4cd4-a430-b1af8a4339a9,2017-12-12T12:18:08,743,Gaza,adolescentGirls
2017-12-12T08:33:59.695+04,2017-12-12T08:34:34.941+04,null,North of Gaza,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300884,47003ea0-3ebb-4c44-9f08-67f95bc8faf8,2017-12-12T12:18:09,744,Gaza,adolescentGirls
2017-12-12T08:34:37.527+04,2017-12-12T08:35:07.365+04,null,North of Gaza,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300885,a330b8ce-1da9-4700-9263-dd18aca7fea3,2017-12-12T12:18:09,745,Gaza,adolescentGirls
2017-12-12T08:35:23.840+04,2017-12-12T08:35:53.269+04,null,North of Gaza,15 - 16,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300886,410c9069-57ee-40a6-9c3a-758457a3485e,2017-12-12T12:18:10,746,Gaza,adolescentGirls
2017-12-12T08:35:58.009+04,2017-12-12T08:36:44.206+04,null,North of Gaza,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300887,4af62a8c-6100-420b-a3e1-74ad052e6bc8,2017-12-12T12:18:10,747,Gaza,adolescentGirls
2017-12-12T08:36:54.899+04,2017-12-12T08:37:23.965+04,null,North of Gaza,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300888,07965713-03a6-4665-b353-abf2a8101b54,2017-12-12T12:18:12,748,Gaza,adolescentGirls
2017-12-12T08:37:26.999+04,2017-12-12T08:38:28.394+04,null,North of Gaza,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300889,df79444f-c4c6-4cfe-b849-6881eb287a4d,2017-12-12T12:18:14,749,Gaza,adolescentGirls
2017-12-12T08:38:35.150+04,2017-12-12T08:39:02.410+04,null,North of Gaza,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300890,b4e24b09-a830-43a9-9055-315150ec8ffb,2017-12-12T12:18:15,750,Gaza,adolescentGirls
2017-12-12T08:39:06.564+04,2017-12-12T08:39:35.243+04,null,North of Gaza,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300891,c6b2e448-0ee4-4ac5-b626-e945857a695d,2017-12-12T12:18:15,751,Gaza,adolescentGirls
2017-12-12T08:39:41.282+04,2017-12-12T08:40:07.141+04,null,North of Gaza,13 - 14,Basic education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300893,989cf9a8-29d2-4ba5-a49c-efc6fffb6c77,2017-12-12T12:18:16,752,Gaza,adolescentGirls
2017-12-12T08:40:10.185+04,2017-12-12T08:40:45.301+04,null,North of Gaza,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300894,8e6a76e4-d8c7-459f-adee-94ebec0bbdab,2017-12-12T12:18:16,753,Gaza,adolescentGirls
2017-12-12T08:41:03.351+04,2017-12-12T08:41:37.138+04,null,North of Gaza,17 - 18,Secondary education,null,Refugee camp,No,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300896,87f3e364-04a6-4263-bc48-403a17d91545,2017-12-12T12:18:17,754,Gaza,adolescentGirls
2017-12-12T08:41:46.366+04,2017-12-12T08:42:13.953+04,null,North of Gaza,17 - 18,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300897,c39e514c-161d-4f63-a40d-d9b922b600c7,2017-12-12T12:18:17,755,Gaza,adolescentGirls
2017-12-12T08:42:19.364+04,2017-12-12T08:43:00.927+04,null,North of Gaza,17 - 18,Secondary education,null,Refugee camp,No,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300898,cb72017f-b5fc-4efe-b650-ff02e343cd3c,2017-12-12T12:18:18,756,Gaza,adolescentGirls
2017-12-12T08:43:04.164+04,2017-12-12T08:43:33.628+04,null,North of Gaza,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7300899,a605c1eb-c78f-4a52-87ed-8b4bb32647ed,2017-12-12T12:18:18,757,Gaza,adolescentGirls
2017-12-12T10:53:30.527+02,2017-12-12T11:16:17.978+02,null,Jenin City,13 - 14,Basic education,null,Village,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7301150,fea1f2e4-6cf9-49c0-b043-0c47af6528d2,2017-12-12T12:29:06,758,West Bank,adolescentGirls
2017-12-12T11:08:13.307+02,2017-12-12T11:17:17.635+02,null,Jenin City,13 - 14,Basic education,null,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7301154,14e8caed-89ed-45db-8654-31496a266bb2,2017-12-12T12:29:08,759,West Bank,adolescentGirls
2017-12-12T11:09:46.402+02,2017-12-12T11:11:53.379+02,null,Jenin City,13 - 14,Basic education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7301155,47ac3621-9492-4d8d-8147-9748cbaf2ad7,2017-12-12T12:29:08,760,West Bank,adolescentGirls
2017-12-12T11:11:57.080+02,2017-12-12T11:13:04.431+02,null,Jenin City,13 - 14,Basic education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7301172,f77dcdbc-9126-4894-93ed-5fb8b33c1b02,2017-12-12T12:29:13,761,West Bank,adolescentGirls
2017-12-12T11:13:07.149+02,2017-12-12T11:16:27.293+02,null,Jenin City,13 - 14,Basic education,null,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7301175,05fa500b-4bb5-4f75-bcd9-2627cabd1277,2017-12-12T12:29:13,762,West Bank,adolescentGirls
2017-12-12T13:11:28.331+02,2017-12-12T13:13:08.443+02,null,Jenin City,13 - 14,Basic education,null,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7301186,0bca5c39-3913-46dc-b962-c2ed32aba719,2017-12-12T12:29:21,763,West Bank,adolescentGirls
2017-12-12T13:24:42.224+02,2017-12-12T13:29:11.334+02,null,Jenin City,15 - 16,Basic education,null,City,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7301188,bb4ecf48-25c9-4427-8aa6-0da96a82c67e,2017-12-12T12:29:21,764,West Bank,adolescentGirls
2017-12-12T13:29:14.702+02,2017-12-12T13:31:17.902+02,null,Jenin City,17 - 18,Basic education,Marriage,City,No,Unemployed,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7301189,2971f914-2fad-492b-b274-e3fa0800b9bf,2017-12-12T12:29:22,765,West Bank,adolescentGirls
2017-12-12T13:33:24.822+02,2017-12-12T13:34:20.280+02,null,Jenin City,15 - 16,Basic education,Economic conditions,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7301190,479f7909-cb32-4652-84c1-d549415dbc10,2017-12-12T12:29:22,766,West Bank,adolescentGirls
2017-12-12T13:37:21.076+02,2017-12-12T13:39:05.812+02,null,Jenin City,13 - 14,Basic education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7301191,8d87e1fd-3865-4435-9f4f-466ebd8c5985,2017-12-12T12:29:23,767,West Bank,adolescentGirls
2017-12-11T16:32:33.014+02,2017-12-11T16:33:20.475+02,null,Al Fawwar Refugee Camp,15 - 16,Basic education,null,Refugee camp,Yes,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7303092,a0f8f29f-7d79-4db7-9b22-1e3233585c7c,2017-12-12T13:03:28,768,West Bank,adolescentGirls
2017-12-11T16:33:23.706+02,2017-12-11T16:34:10.343+02,null,Al Fawwar Refugee Camp,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7303093,6ddb9c24-ffda-4a3e-a49b-b5f8a2816309,2017-12-12T13:03:28,769,West Bank,adolescentGirls
2017-12-12T15:03:31.393+02,2017-12-12T15:04:06.114+02,null,Al Fawwar Refugee Camp,15 - 16,Basic education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7303104,786c3058-8948-4614-a02d-942db79ce028,2017-12-12T13:04:06,770,West Bank,adolescentGirls
2017-12-12T15:04:08.726+02,2017-12-12T15:04:39.701+02,null,Al Fawwar Refugee Camp,15 - 16,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7303111,085ffdaf-9826-4b0f-ac08-521a57da708a,2017-12-12T13:04:40,771,West Bank,adolescentGirls
2017-12-12T15:04:43.910+02,2017-12-12T15:05:17.013+02,null,Al Fawwar Refugee Camp,15 - 16,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7303117,451d9c00-4459-482c-98ba-7ee1f97c01bf,2017-12-12T13:05:17,772,West Bank,adolescentGirls
2017-12-12T15:09:41.062+02,2017-12-12T15:11:02.317+02,null,Al Fawwar Refugee Camp,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7303300,6ab60818-06b4-4572-85e8-fd07f26afb3e,2017-12-12T13:11:06,773,West Bank,adolescentGirls
2017-12-12T15:11:21.514+02,2017-12-12T15:12:14.944+02,null,Al Fawwar Refugee Camp,17 - 18,Secondary education,null,Refugee camp,No,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7303434,61412e66-d48f-44f5-a21a-f45f1614e1c3,2017-12-12T13:12:17,774,West Bank,adolescentGirls
2017-12-12T15:13:08.222+02,2017-12-12T15:13:46.487+02,null,Al Fawwar Refugee Camp,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7303537,30ec891f-d4c2-41a0-87b0-e3dcc095c6cb,2017-12-12T13:13:48,775,West Bank,adolescentGirls
2017-12-12T15:14:28.466+02,2017-12-12T15:15:37.691+02,null,Al Fawwar Refugee Camp,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7303584,88dbb007-0057-4879-9eeb-895a3dfeb2d9,2017-12-12T13:15:39,776,West Bank,adolescentGirls
2017-12-12T15:16:07.855+02,2017-12-12T15:16:40.212+02,null,Al Fawwar Refugee Camp,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7303605,308d82c9-0ae6-4684-9fdd-3e468b0d2867,2017-12-12T13:16:41,777,West Bank,adolescentGirls
2017-12-12T07:53:44.982+02,2017-12-12T07:54:56.813+02,null,North of Gaza,17 - 18,Secondary education,null,City,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7304964,7a09302f-7225-43c8-9d8c-f3ff4d40b0fa,2017-12-12T14:16:39,778,Gaza,adolescentGirls
2017-12-12T07:55:00.972+02,2017-12-12T07:55:50.013+02,null,North of Gaza,15 - 16,Basic education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7304965,56afbf50-299c-4a33-ad57-9990f702d80f,2017-12-12T14:16:39,779,Gaza,adolescentGirls
2017-12-12T07:55:52.656+02,2017-12-12T07:56:52.962+02,null,North of Gaza,17 - 18,Secondary education,Economic conditions,City,Yes,Unemployed,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7304966,60967ccb-c996-40a5-b730-342926eca9f7,2017-12-12T14:16:39,780,Gaza,adolescentGirls
2017-12-12T07:57:20.135+02,2017-12-12T07:57:57.986+02,null,North of Gaza,13 - 14,Basic education,null,City,Yes,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7304967,a39ae9fd-752b-46b8-844b-094745a62e0e,2017-12-12T14:16:40,781,Gaza,adolescentGirls
2017-12-12T16:50:41.753+02,2017-12-12T16:51:18.420+02,null,Hebron City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7306247,25c3ff68-6d94-40a9-8d85-bce8d226a384,2017-12-12T14:51:22,782,West Bank,adolescentGirls
2017-12-12T16:51:22.249+02,2017-12-12T16:52:04.194+02,null,Hebron City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7306302,7d5ffa4d-70ef-43ca-b299-8431a40ab9ec,2017-12-12T14:52:11,783,West Bank,adolescentGirls
2017-12-12T18:05:09.521+04,2017-12-12T18:05:45.906+04,null,North of Gaza,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7308949,318d9e17-9c0a-4fb3-ac5b-f8ea3f517f8b,2017-12-12T16:14:40,784,Gaza,adolescentGirls
2017-12-12T18:05:50.026+04,2017-12-12T18:06:23.769+04,null,North of Gaza,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7308950,8a9133c2-1b54-4648-bbac-b5a8d26a724c,2017-12-12T16:14:40,785,Gaza,adolescentGirls
2017-12-12T18:06:29.862+04,2017-12-12T18:07:04.484+04,null,North of Gaza,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7308951,ae75b7cc-5797-4e9c-8a78-5a6ea57e85b5,2017-12-12T16:14:41,786,Gaza,adolescentGirls
2017-12-12T18:07:30.850+04,2017-12-12T18:08:10.585+04,null,North of Gaza,15 - 16,Basic education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7308952,28d75387-f54a-4a36-92f1-e0d538591d56,2017-12-12T16:14:41,787,Gaza,adolescentGirls
2017-12-12T18:08:14.844+04,2017-12-12T18:08:43.538+04,null,North of Gaza,15 - 16,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7308954,acb8ca86-8843-45ca-87de-913787db24ef,2017-12-12T16:14:42,788,Gaza,adolescentGirls
2017-12-12T18:08:46.396+04,2017-12-12T18:09:28.998+04,null,North of Gaza,15 - 16,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7308955,9fc1e55a-d9f7-464e-af35-effc9074cfe6,2017-12-12T16:14:42,789,Gaza,adolescentGirls
2017-12-12T18:09:32.142+04,2017-12-12T18:10:08.154+04,null,North of Gaza,17 - 18,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7308956,97c3c411-7057-41d0-8447-77f1e3f700c7,2017-12-12T16:14:42,790,Gaza,adolescentGirls
2017-12-12T18:10:11.199+04,2017-12-12T18:10:42.692+04,null,North of Gaza,17 - 18,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7308957,df885365-e0fd-40ec-8150-6191325b601f,2017-12-12T16:14:43,791,Gaza,adolescentGirls
2017-12-12T18:10:45.123+04,2017-12-12T18:11:25.060+04,null,North of Gaza,17 - 18,Secondary education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7308958,a79f2ba4-6c3c-4f04-b909-eb9a4da3c0a3,2017-12-12T16:14:43,792,Gaza,adolescentGirls
2017-12-12T18:11:27.802+04,2017-12-12T18:11:58.506+04,null,North of Gaza,13 - 14,Basic education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7308959,da9232a5-305c-455e-a610-06b4270e2575,2017-12-12T16:14:44,793,Gaza,adolescentGirls
2017-12-12T18:12:01.279+04,2017-12-12T18:12:31.517+04,null,North of Gaza,13 - 14,Basic education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7308960,10e2f557-6c93-44af-8602-37dbb217579a,2017-12-12T16:14:44,794,Gaza,adolescentGirls
2017-12-12T18:12:35.037+04,2017-12-12T18:13:11.346+04,null,North of Gaza,13 - 14,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7308961,5ad28330-bb3d-4e73-b967-e57c28d87008,2017-12-12T16:14:45,795,Gaza,adolescentGirls
2017-12-12T18:13:14.360+04,2017-12-12T18:13:42.136+04,null,North of Gaza,13 - 14,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7308962,a5769a0c-d7fd-46d7-abd1-09db59f6ae2b,2017-12-12T16:14:45,796,Gaza,adolescentGirls
2017-12-12T18:32:06.058+02,2017-12-12T18:33:00.881+02,null,Tulkrum City,15 - 16,Basic education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309633,d687fb6e-2ba3-4e54-8aad-182105261b5e,2017-12-12T16:33:04,797,West Bank,adolescentGirls
2017-12-12T18:33:10.977+02,2017-12-12T18:33:55.220+02,null,Tulkrum City,13 - 14,Basic education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309691,c52259df-6dc1-4f47-b5ca-bac2caec013d,2017-12-12T16:33:57,798,West Bank,adolescentGirls
2017-12-12T18:33:57.993+02,2017-12-12T18:34:46.017+02,null,Noor Shams Refugees Camp,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309742,0cc66a5e-3a55-4429-a85f-6123bc5c79f7,2017-12-12T16:34:47,799,West Bank,adolescentGirls
2017-12-12T18:34:55.549+02,2017-12-12T18:35:28.757+02,null,Noor Shams Refugees Camp,13 - 14,Basic education,null,Refugee camp,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309756,beac3de3-01e0-4624-b976-9d13c31bbf17,2017-12-12T16:35:30,800,West Bank,adolescentGirls
2017-12-12T18:36:04.115+02,2017-12-12T18:36:55.308+02,null,Noor Shams Refugees Camp,15 - 16,Basic education,null,Refugee camp,Yes,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309789,2afd8fe0-2969-46ab-b915-62ff74cb83e6,2017-12-12T16:36:58,801,West Bank,adolescentGirls
2017-12-12T18:23:28.787+02,2017-12-12T18:24:12.369+02,null,North of Gaza,13 - 14,Basic education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309793,9e9ccd01-857b-4d8c-aa69-03bb0fb2174f,2017-12-12T16:37:04,802,Gaza,adolescentGirls
2017-12-12T18:24:16.056+02,2017-12-12T18:24:59.111+02,null,North of Gaza,17 - 18,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309794,1b9b1aa0-359e-45f9-852f-45816995b5a8,2017-12-12T16:37:04,803,Gaza,adolescentGirls
2017-12-12T18:25:01.675+02,2017-12-12T18:25:34.488+02,null,North of Gaza,17 - 18,Secondary education,null,City,No,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309795,4c33e8f1-cf3d-4111-ba50-c1b1362840df,2017-12-12T16:37:05,804,Gaza,adolescentGirls
2017-12-12T18:25:37.303+02,2017-12-12T18:26:07.800+02,null,North of Gaza,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309796,a21bc071-a29e-4c5f-86b0-d5af967dd1da,2017-12-12T16:37:05,805,Gaza,adolescentGirls
2017-12-12T18:26:10.976+02,2017-12-12T18:26:55.061+02,null,North of Gaza,13 - 14,Basic education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309797,0e634541-83dc-461b-9a59-639ffebe978a,2017-12-12T16:37:05,806,Gaza,adolescentGirls
2017-12-12T18:26:57.892+02,2017-12-12T18:27:40.888+02,null,North of Gaza,17 - 18,Secondary education,Marriage,City,Yes,Unemployed,Married,16 - 18,Your choice,Yes,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309798,928b94e8-f10d-4a21-9f81-8cd9354a9780,2017-12-12T16:37:06,807,Gaza,adolescentGirls
